year,Original_Food retailing,Original_ Household goods retailing,"Original_Clothing, footwear and personal accessory retailing",Original_Department stores,Original_ Other retailing,"Original_Cafes, restaurants and takeaway food services",Original_Total (Industry),Seasonally_Food retailing,Seasonally_Household goods retailing,"Seasonally_Clothing, footwear and personal accessory retailing",Seasonally_Department stores,Seasonally_Other retailing,"Seasonally_Cafes, restaurants and takeaway food services",Seasonally_Total (Industry),Turnover ;  Total (State) ;  Food retailing ;,Trend_Household goods retailing,"Trend_Clothing, footwear and personal accessory retailing",Trend_Department stores,Trend_Other retailing,"Trend_Cafes, restaurants and takeaway food services",Trend_Total (Industry)
Apr-1982,1162.6,592.3,359.9,460.1,479.1,342.4,3396.4,1167.1,653.4,360.7,479.7,507.9,349.8,3518.7,1173.2,652.9,362.7,482.4,505.1,347.6,3523.4
May-1982,1150.9,629.6,386.6,502.6,486.1,342.1,3497.9,1178.6,648.7,362.6,489.2,502.3,346.3,3527.6,1181.7,654.1,362.0,484.2,504.9,346.3,3533.6
Jun-1982,1160.0,607.4,350.5,443.8,467.5,328.7,3357.8,1203.7,655.7,365.1,479.2,506.9,350.8,3561.5,1192.7,655.6,361.9,486.4,504.7,345.9,3547.0
Jul-1982,1206.4,632.4,359.3,459.1,491.1,338.5,3486.8,1209.8,660.4,362.0,476.5,503.7,341.5,3553.9,1203.2,656.6,361.6,488.6,505.4,345.4,3560.6
Aug-1982,1152.5,622.6,325.2,438.4,485.7,331.5,3355.9,1198.7,659.8,359.3,515.2,506.0,342.7,3581.8,1213.5,656.5,361.9,489.8,505.6,346.4,3573.6
Sep-1982,1189.1,622.0,346.3,465.1,489.9,341.9,3454.3,1218.0,661.4,363.9,485.2,506.3,346.5,3581.2,1223.8,655.7,363.4,488.7,506.2,348.6,3586.7
Oct-1982,1247.4,637.8,354.2,452.7,500.9,358.4,3551.5,1242.3,649.5,359.1,482.6,507.9,354.2,3595.6,1232.9,658.2,366.2,485.6,508.6,353.5,3605.8
Nov-1982,1280.7,717.2,403.9,522.9,531.1,374.7,3830.5,1260.6,658.1,375.1,488.0,509.6,360.2,3651.7,1244.9,667.4,370.7,483.4,513.3,358.7,3637.7
Dec-1982,1483.7,1077.0,571.4,889.3,725.2,433.1,5179.7,1245.6,670.6,375.9,478.6,518.0,361.8,3650.4,1258.3,681.0,376.1,484.3,519.3,364.3,3681.0
Jan-1983,1202.8,615.9,326.5,379.2,491.4,368.6,3384.5,1240.5,702.9,386.1,471.2,525.6,369.3,3695.6,1268.8,695.0,381.9,488.8,525.3,367.7,3729.5
Feb-1983,1224.2,621.7,298.7,378.0,499.1,348.1,3369.8,1312.2,712.4,379.2,502.7,536.5,378.0,3821.0,1281.5,707.0,385.9,495.8,530.1,368.6,3773.4
Mar-1983,1332.4,719.1,377.2,472.1,538.7,365.8,3805.3,1293.4,728.4,395.2,502.8,536.9,366.1,3822.8,1289.2,715.7,389.7,503.0,534.4,369.0,3807.6
Apr-1983,1270.9,633.4,412.5,503.4,493.8,351.1,3665.1,1301.2,722.2,424.0,537.4,536.0,364.4,3885.2,1298.8,717.6,391.8,507.6,538.6,368.5,3831.1
May-1983,1251.7,697.9,418.5,510.6,520.8,360.5,3760.0,1294.5,710.1,390.5,492.5,538.6,366.9,3793.2,1307.4,718.4,395.5,509.6,542.3,369.7,3848.5
Jun-1983,1269.3,661.8,383.0,462.4,507.3,347.1,3630.8,1308.8,714.0,396.3,504.8,546.2,369.3,3839.4,1316.9,717.5,399.2,510.0,546.6,371.1,3865.1
Jul-1983,1292.8,656.9,384.0,468.3,519.9,364.5,3686.5,1330.8,706.1,402.0,507.0,549.1,376.0,3871.1,1327.8,718.8,402.6,510.2,551.3,373.3,3885.6
Aug-1983,1337.0,711.0,379.9,458.2,554.2,376.0,3816.3,1349.7,733.8,406.4,516.3,559.9,379.4,3945.5,1342.1,722.7,405.1,511.5,556.5,375.3,3912.6
Sep-1983,1322.8,690.3,402.0,482.7,547.9,377.6,3823.4,1353.9,727.2,418.3,507.4,564.5,380.1,3951.4,1355.7,730.8,407.1,513.7,561.7,376.4,3942.9
Oct-1983,1355.4,714.6,395.8,485.3,553.5,374.1,3878.7,1362.4,739.8,406.2,526.4,565.3,372.3,3972.3,1365.5,738.0,408.3,515.8,566.0,377.3,3971.4
Nov-1983,1410.9,815.5,431.7,568.7,594.1,390.6,4211.5,1377.4,744.2,399.1,520.8,567.0,374.8,3983.3,1371.3,744.5,410.1,517.4,569.4,379.2,3996.3
Dec-1983,1642.3,1197.8,626.0,963.7,795.5,459.0,5684.3,1383.3,750.3,413.6,514.9,572.5,383.1,4017.6,1373.0,749.5,414.6,518.9,572.5,382.8,4018.8
Jan-1984,1314.5,684.2,357.6,414.7,538.8,388.8,3698.5,1368.8,771.4,421.0,510.2,576.7,391.2,4039.3,1373.0,750.9,419.6,521.1,575.7,388.7,4040.1
Feb-1984,1335.4,698.5,346.0,414.5,561.6,377.1,3733.2,1369.0,768.8,421.4,530.7,577.9,393.3,4061.2,1375.1,748.6,425.5,525.4,578.8,395.0,4061.2
Mar-1984,1388.8,746.0,419.0,484.7,574.6,397.8,4010.9,1363.1,773.7,444.0,534.1,582.8,401.1,4098.9,1380.4,747.5,430.2,532.0,582.3,400.3,4082.3
Apr-1984,1346.5,634.7,406.9,487.3,529.7,383.3,3788.4,1402.6,734.5,430.9,541.7,584.2,403.9,4097.7,1389.4,744.1,431.4,540.5,584.5,403.8,4101.7
May-1984,1404.3,755.0,480.9,597.9,590.1,414.0,4242.3,1401.1,741.6,431.8,546.7,589.5,411.6,4122.3,1399.2,742.5,431.3,549.9,586.5,406.1,4120.1
Jun-1984,1367.6,677.2,403.1,500.4,542.2,381.5,3872.1,1407.3,731.3,419.2,545.1,585.7,404.6,4093.2,1409.5,742.9,430.2,558.7,588.5,407.5,4139.1
Jul-1984,1361.6,708.7,411.9,543.4,559.4,393.0,3978.0,1428.2,763.3,434.5,592.7,596.0,408.9,4223.6,1419.3,746.2,430.3,565.7,591.3,408.3,4160.4
Aug-1984,1436.7,740.9,414.5,503.4,591.6,409.0,4096.1,1425.6,750.5,434.1,559.0,589.2,406.8,4165.1,1426.8,753.0,430.9,570.8,595.7,408.9,4184.7
Sep-1984,1355.6,679.0,392.1,522.8,557.2,394.7,3901.4,1427.5,751.3,429.0,579.5,596.7,408.8,4192.8,1434.7,759.8,433.3,574.6,600.5,410.6,4212.2
Oct-1984,1462.7,769.3,446.3,556.6,614.5,424.5,4274.0,1442.9,762.8,440.0,576.2,608.5,414.3,4244.7,1445.4,763.1,437.5,577.5,605.7,412.4,4241.5
Nov-1984,1501.4,859.3,484.8,623.2,651.8,436.5,4557.1,1457.0,775.9,443.0,577.6,617.6,416.1,4287.0,1456.3,765.2,442.2,580.4,610.8,415.3,4270.9
Dec-1984,1686.6,1174.6,638.8,1039.4,820.0,488.1,5847.5,1469.3,778.3,441.3,580.7,613.0,419.2,4301.7,1468.7,768.0,447.0,585.3,615.1,418.2,4303.0
Jan-1985,1484.7,703.0,401.6,516.3,598.9,425.6,4130.0,1488.3,764.0,455.0,596.5,618.4,418.9,4341.1,1480.0,774.3,452.9,593.4,618.7,421.3,4339.8
Feb-1985,1397.0,669.4,368.2,452.5,577.9,391.8,3856.8,1493.0,766.4,466.6,606.5,621.0,425.8,4379.3,1491.8,783.3,459.1,604.1,620.4,424.7,4383.3
Mar-1985,1495.0,742.2,418.3,525.8,599.6,416.1,4196.9,1497.7,793.3,459.6,604.1,624.3,427.7,4406.6,1504.3,793.3,465.5,615.1,623.2,428.7,4431.0
Apr-1985,1474.9,721.6,450.3,587.7,574.6,419.8,4228.9,1513.7,813.8,467.4,624.1,621.7,436.0,4476.7,1517.5,807.1,471.6,625.2,627.1,434.3,4482.6
May-1985,1556.8,855.8,540.1,700.3,639.9,446.2,4739.1,1535.8,831.5,481.2,655.0,632.7,440.5,4576.7,1533.8,818.6,477.4,633.0,632.7,439.8,4535.2
Jun-1985,1453.7,742.3,452.3,561.8,573.5,406.8,4190.3,1543.4,829.8,487.9,632.6,639.2,442.3,4575.1,1552.0,827.9,482.7,638.2,638.6,446.9,4586.1
Jul-1985,1558.6,799.9,476.4,602.8,628.6,448.5,4514.6,1589.8,834.2,486.1,636.0,648.1,455.2,4649.3,1570.8,836.9,488.2,640.9,644.8,454.7,4635.5
Aug-1985,1585.7,815.5,467.0,582.5,649.6,466.0,4566.3,1574.2,832.3,493.5,639.2,651.9,464.1,4655.3,1588.1,845.2,494.7,642.5,650.5,463.0,4684.6
Sep-1985,1518.0,776.8,452.6,563.1,614.7,455.2,4380.3,1607.1,851.5,490.1,645.9,656.5,470.7,4721.8,1604.5,855.3,501.1,644.6,656.8,471.1,4734.3
Oct-1985,1655.7,881.3,522.9,637.1,667.0,493.6,4857.7,1627.5,864.4,509.3,648.6,657.4,481.0,4788.2,1618.7,866.9,506.1,647.3,663.7,477.6,4779.9
Nov-1985,1667.3,973.2,557.3,697.1,704.6,505.6,5105.0,1623.1,890.5,519.3,644.0,669.9,484.4,4831.2,1630.4,875.4,507.9,648.7,669.7,483.1,4814.7
Dec-1985,1867.3,1351.7,749.7,1187.5,908.1,563.9,6628.2,1647.6,895.3,515.5,651.6,681.1,486.1,4877.1,1641.7,878.0,507.3,649.1,675.9,487.3,4839.5
Jan-1986,1674.4,812.6,447.0,570.5,666.1,504.3,4674.9,1652.6,870.5,498.6,664.0,681.8,493.5,4860.9,1655.0,878.8,504.9,648.4,681.1,491.6,4860.4
Feb-1986,1558.5,763.6,399.4,478.2,641.5,452.9,4294.1,1667.0,874.8,505.7,647.4,692.1,492.8,4879.8,1668.5,881.1,503.7,648.0,686.9,497.2,4884.9
Mar-1986,1676.6,768.0,419.6,547.4,636.2,480.3,4528.0,1679.1,862.4,479.8,625.3,679.3,500.5,4826.5,1684.0,885.2,504.2,649.1,692.9,504.2,4919.1
Apr-1986,1643.7,827.0,504.5,594.3,662.4,497.2,4729.0,1695.0,897.9,511.2,643.3,701.4,511.7,4960.5,1701.8,893.8,507.9,653.3,698.5,511.7,4967.1
May-1986,1746.5,935.1,588.2,751.6,709.8,530.8,5261.9,1724.6,918.1,534.0,704.7,708.4,528.2,5118.0,1720.6,905.0,514.3,661.1,703.8,519.5,5024.2
Jun-1986,1638.5,833.6,485.7,553.4,641.8,484.8,4637.8,1751.2,923.0,518.0,631.9,712.4,524.5,5060.9,1736.4,917.2,518.9,670.3,710.3,528.5,5080.1
Jul-1986,1721.8,878.2,507.2,663.2,692.9,526.3,4989.5,1743.5,907.5,512.0,689.7,711.9,531.0,5095.5,1749.5,922.3,522.1,678.8,716.4,535.5,5125.6
Aug-1986,1720.9,898.1,484.5,581.1,700.8,538.4,4923.8,1757.7,945.7,531.1,688.4,723.5,548.6,5195.0,1757.6,924.3,524.3,685.1,722.0,542.2,5156.7
Sep-1986,1705.7,862.3,496.9,661.9,698.1,537.4,4962.2,1770.0,917.8,523.0,705.5,725.7,546.2,5188.3,1765.5,923.3,525.2,688.7,727.5,546.7,5177.8
Oct-1986,1816.4,950.6,545.5,665.6,756.7,570.4,5305.1,1763.6,918.5,522.2,684.6,737.5,550.9,5177.3,1772.6,922.4,525.6,691.6,733.2,551.6,5196.8
Nov-1986,1774.7,968.2,545.8,700.9,750.1,563.8,5303.5,1787.9,920.0,530.2,669.2,736.6,555.2,5199.0,1782.9,922.1,526.6,695.0,738.3,556.3,5220.3
Dec-1986,2073.6,1414.0,804.4,1367.9,1017.0,663.2,7340.0,1783.1,917.2,536.2,715.3,741.7,559.4,5252.8,1794.8,923.1,528.3,698.3,744.1,559.8,5247.4
Jan-1987,1830.7,861.1,461.1,613.9,726.9,571.6,5065.3,1807.7,928.9,518.7,705.4,753.1,563.2,5277.0,1807.6,925.2,528.0,700.4,751.0,562.6,5275.2
Feb-1987,1710.1,812.5,417.6,513.2,701.3,525.1,4679.8,1831.1,930.8,528.4,702.2,759.7,570.9,5323.2,1818.2,928.7,530.5,704.1,758.4,566.1,5306.3
Mar-1987,1791.0,862.3,479.3,599.9,716.8,543.6,4993.0,1834.0,939.2,538.4,711.4,757.0,564.0,5344.0,1829.5,934.1,535.3,708.9,766.1,568.2,5341.5
Apr-1987,1824.4,846.8,528.6,674.1,733.9,558.1,5166.0,1828.2,936.9,539.4,707.8,782.7,571.5,5366.6,1837.9,939.0,541.6,714.6,774.2,571.8,5380.2
May-1987,1823.3,933.6,585.4,714.0,764.8,565.1,5386.3,1848.5,945.0,552.6,709.4,781.5,576.0,5413.0,1846.3,948.3,550.8,720.2,782.7,576.7,5423.8
Jun-1987,1761.9,886.2,529.5,670.5,728.4,542.3,5118.9,1854.6,951.4,551.4,722.4,789.2,576.4,5445.4,1853.2,959.4,560.0,724.9,789.5,582.8,5470.8
Jul-1987,1856.9,958.9,579.7,720.9,779.7,598.6,5494.6,1851.2,976.5,575.1,760.3,792.3,598.4,5553.8,1860.5,976.8,568.9,727.2,795.0,590.7,5519.7
Aug-1987,1821.0,938.2,518.6,601.6,773.7,583.7,5236.7,1881.7,998.6,574.8,723.7,804.4,598.4,5581.7,1874.1,993.3,573.9,727.0,799.5,597.0,5564.9
Sep-1987,1830.0,953.0,563.1,672.3,783.9,592.7,5395.1,1883.9,1007.9,586.1,713.6,804.1,599.6,5595.2,1886.0,1009.4,576.0,726.0,802.5,603.3,5601.9
Oct-1987,1942.4,1058.8,596.6,709.1,814.1,623.3,5744.4,1889.1,1032.4,577.5,720.1,801.1,605.8,5626.2,1896.6,1020.7,575.7,725.9,803.9,607.2,5630.0
Nov-1987,1885.9,1084.6,587.2,743.2,822.0,621.9,5745.0,1915.9,1030.8,569.2,719.6,804.6,612.9,5652.9,1905.6,1029.4,574.8,728.1,804.9,609.3,5652.9
Dec-1987,2272.4,1576.1,864.5,1460.1,1109.6,739.8,8022.4,1935.0,1032.7,570.8,738.8,810.8,623.0,5711.1,1914.3,1037.3,577.1,733.8,804.5,610.8,5677.6
Jan-1988,1885.1,938.9,487.0,631.0,757.4,605.0,5304.4,1904.5,1032.4,559.1,758.3,801.3,603.9,5659.4,1922.1,1046.4,578.4,741.9,808.2,614.0,5711.3
Feb-1988,1845.2,968.3,502.6,551.1,773.5,586.1,5226.8,1911.1,1065.6,612.6,738.8,810.1,612.3,5750.7,1934.8,1055.8,585.0,749.7,812.1,618.7,5755.8
Mar-1988,2021.6,1035.6,551.0,678.1,818.0,625.3,5729.7,1950.7,1071.4,592.5,748.3,820.4,623.2,5806.5,1947.1,1067.8,589.9,754.7,819.3,627.5,5806.8
Apr-1988,1937.5,945.3,563.1,715.7,753.7,611.9,5527.3,1982.3,1062.1,588.6,765.8,823.7,640.3,5862.7,1960.1,1080.5,594.9,756.8,828.4,639.0,5858.9
May-1988,1907.0,1074.9,619.6,740.8,814.9,630.5,5787.8,1981.0,1101.9,596.5,763.9,842.2,650.8,5936.4,1972.5,1091.0,600.4,756.8,837.6,650.2,5908.5
Jun-1988,1925.7,1053.6,601.6,722.0,800.8,635.5,5739.2,1985.2,1110.4,608.1,756.6,852.7,663.7,5976.7,1984.0,1096.5,608.3,756.7,847.6,659.2,5953.1
Jul-1988,1932.6,1045.1,592.7,683.5,810.1,658.7,5722.7,1976.8,1100.2,611.1,752.0,856.4,672.2,5968.7,1998.8,1097.5,617.4,758.6,856.4,662.4,5992.9
Aug-1988,1977.6,1073.4,578.0,650.9,850.9,656.4,5787.3,2009.3,1103.5,625.0,753.8,867.2,665.3,6024.2,2019.8,1098.4,627.6,763.5,866.8,662.4,6037.7
Sep-1988,2035.2,1040.7,641.7,723.3,845.5,660.0,5946.3,2049.6,1083.5,653.1,764.8,868.5,659.1,6078.6,2043.6,1102.6,637.9,770.1,878.9,663.6,6095.0
Oct-1988,2050.7,1092.9,650.2,729.6,872.1,670.2,6065.8,2075.3,1099.1,653.0,783.8,889.8,665.9,6166.9,2071.4,1113.2,644.7,777.1,891.7,665.0,6162.4
Nov-1988,2109.5,1210.9,664.4,870.3,945.0,670.8,6470.9,2100.6,1124.2,633.8,794.9,904.4,653.9,6211.8,2099.5,1127.5,649.5,782.4,903.5,672.4,6234.6
Dec-1988,2549.7,1714.8,956.3,1570.0,1321.2,773.9,8885.8,2132.8,1155.2,637.2,790.4,924.1,668.0,6307.8,2121.9,1147.5,652.2,783.7,916.5,682.2,6301.5
Jan-1989,2056.1,1089.2,598.0,631.5,872.7,732.8,5980.3,2135.5,1197.5,684.4,779.1,941.7,721.1,6459.3,2138.7,1165.7,656.7,781.7,924.2,693.1,6356.4
Feb-1989,1990.2,1021.5,517.0,552.0,832.7,660.7,5574.1,2136.2,1161.7,652.5,761.5,913.8,713.4,6339.1,2152.6,1179.5,656.5,778.7,930.9,707.4,6400.6
Mar-1989,2261.2,1107.0,593.0,719.0,905.5,713.2,6299.0,2156.7,1177.0,651.8,788.0,930.5,716.8,6420.8,2163.5,1187.8,655.7,778.0,935.9,718.1,6438.0
Apr-1989,2104.6,1089.0,632.3,697.6,858.2,693.9,6075.7,2197.9,1199.8,655.6,779.9,941.2,719.2,6493.7,2178.9,1193.4,655.4,781.6,940.6,727.3,6475.5
May-1989,2139.0,1203.6,679.5,764.8,940.9,710.0,6437.8,2173.7,1203.2,641.6,773.7,955.8,726.6,6474.6,2195.8,1196.9,653.3,788.4,948.0,735.5,6517.9
Jun-1989,2170.3,1151.9,661.4,786.3,885.8,721.7,6377.4,2215.9,1205.0,663.2,807.9,954.6,750.2,6596.8,2216.2,1201.0,652.6,796.4,955.4,742.6,6565.1
Jul-1989,2163.1,1135.8,634.6,715.1,897.7,741.3,6287.5,2245.5,1201.7,658.2,806.3,959.6,761.0,6632.3,2236.8,1206.7,653.7,803.9,964.3,750.9,6617.0
Aug-1989,2255.1,1161.5,603.0,723.8,947.4,745.5,6436.4,2258.7,1191.0,646.6,815.8,965.4,753.5,6631.0,2257.2,1213.0,655.3,809.9,972.2,761.6,6669.4
Sep-1989,2262.6,1174.0,636.3,757.9,967.7,766.9,6565.5,2292.9,1227.4,659.8,809.6,994.1,771.1,6754.9,2275.2,1218.5,657.5,814.0,979.1,772.6,6717.7
Oct-1989,2221.7,1217.4,651.2,751.7,969.8,793.7,6605.4,2270.3,1222.6,653.6,806.5,989.0,789.8,6731.8,2291.7,1221.2,659.2,816.4,987.6,785.7,6762.3
Nov-1989,2327.5,1351.2,709.5,923.8,1034.8,807.5,7154.3,2283.9,1252.8,667.9,828.7,982.3,779.9,6795.4,2307.7,1222.2,660.2,817.3,996.6,800.0,6800.7
Dec-1989,2788.4,1714.2,964.7,1569.4,1415.0,942.7,9394.4,2371.6,1208.0,660.9,818.3,1006.1,822.2,6887.2,2322.8,1214.2,659.3,817.0,1006.1,810.9,6831.1
Jan-1990,2277.4,1128.5,604.5,678.2,965.4,857.5,6511.6,2315.5,1192.4,665.6,817.0,1015.1,836.3,6841.9,2336.7,1207.4,660.7,817.0,1011.7,823.6,6857.3
Feb-1990,2185.3,1048.0,516.7,586.2,930.4,764.4,6031.0,2353.3,1191.9,649.8,810.4,1026.2,823.7,6855.3,2351.7,1200.9,660.1,817.1,1017.0,831.5,6880.4
Mar-1990,2439.5,1148.2,604.4,726.8,990.1,840.3,6749.3,2364.7,1194.6,659.7,821.2,1021.7,841.9,6903.8,2367.0,1200.9,661.8,818.5,1022.7,834.6,6905.2
Apr-1990,2286.0,1083.7,635.3,744.1,922.4,804.6,6476.1,2374.5,1210.6,667.9,820.6,1016.9,834.9,6925.6,2382.3,1202.7,665.2,821.7,1026.0,836.4,6933.1
May-1990,2382.9,1211.6,712.9,815.5,1016.2,808.9,6947.9,2391.2,1213.8,669.3,811.5,1035.5,825.6,6946.9,2394.7,1206.8,669.3,825.9,1028.3,836.9,6959.0
Jun-1990,2361.9,1160.4,664.7,832.4,940.5,799.0,6758.9,2425.9,1214.2,674.2,852.8,1016.7,838.8,7022.6,2403.8,1207.3,672.4,829.5,1027.6,836.3,6979.2
Jul-1990,2302.9,1136.2,647.9,710.3,961.2,815.0,6573.5,2417.8,1197.4,673.9,817.5,1030.9,840.2,6977.7,2414.0,1204.5,675.1,831.1,1028.8,834.2,6988.8
Aug-1990,2469.0,1186.0,639.4,759.4,1029.4,828.0,6911.2,2425.7,1200.6,680.8,845.6,1036.6,836.7,7025.9,2422.7,1196.8,676.8,830.3,1025.4,831.7,6987.7
Sep-1990,2307.8,1111.3,636.0,741.1,980.6,812.4,6589.3,2412.4,1196.0,680.8,824.0,1026.1,822.2,6961.5,2437.2,1191.4,677.2,827.9,1021.3,826.6,6986.0
Oct-1990,2442.4,1215.3,682.8,786.6,1042.9,833.0,7002.9,2441.0,1179.8,669.3,814.2,1031.0,821.6,6956.9,2454.7,1189.2,677.5,825.2,1013.1,826.3,6991.9
Nov-1990,2553.4,1277.0,722.3,931.5,1066.6,851.5,7402.3,2484.4,1186.3,679.3,827.1,1012.9,821.2,7011.2,2476.7,1193.5,678.8,823.5,1007.4,824.9,7009.8
Dec-1990,2887.2,1659.5,985.8,1563.1,1373.0,945.7,9414.4,2499.2,1195.0,681.0,826.4,987.5,828.2,7017.2,2499.0,1200.2,680.9,824.5,1004.2,826.4,7038.9
Jan-1991,2551.9,1147.3,635.7,694.0,946.6,861.7,6837.2,2551.2,1204.7,681.8,817.3,998.4,832.6,7086.0,2518.7,1208.2,683.6,824.9,1004.3,824.6,7065.9
Feb-1991,2341.5,1094.5,551.5,604.7,921.3,771.1,6284.6,2520.9,1241.7,691.5,834.6,1022.6,830.4,7141.7,2526.7,1215.0,686.0,824.0,1009.2,825.7,7085.3
Mar-1991,2593.6,1133.5,603.0,719.2,975.4,813.3,6837.9,2537.3,1219.8,686.6,822.1,1021.0,819.7,7106.4,2533.5,1217.1,688.7,823.4,1016.8,827.4,7104.5
Apr-1991,2402.9,1136.3,686.3,748.2,938.5,797.4,6709.5,2516.1,1221.8,700.2,837.6,1021.8,824.8,7122.2,2538.6,1216.9,691.3,823.6,1026.4,829.2,7128.8
May-1991,2584.5,1205.3,735.1,828.2,1018.0,820.6,7191.7,2551.1,1198.2,687.4,816.6,1027.1,837.4,7117.9,2550.3,1218.3,695.2,826.8,1036.1,834.1,7167.2
Jun-1991,2410.0,1110.0,651.6,746.9,955.1,801.3,6674.9,2543.9,1200.5,674.9,782.1,1052.4,847.1,7100.9,2566.8,1224.5,699.4,832.7,1046.6,844.0,7222.5
Jul-1991,2540.0,1220.1,722.7,794.5,1040.2,829.4,7147.0,2609.6,1246.1,737.9,894.9,1084.7,851.5,7424.6,2587.9,1234.2,706.5,839.8,1053.3,859.1,7287.5
Aug-1991,2684.0,1231.6,664.8,770.4,1058.4,853.5,7262.7,2629.7,1263.3,712.2,844.0,1082.9,867.4,7399.6,2605.7,1243.0,710.0,846.7,1062.2,877.2,7350.2
Sep-1991,2452.1,1165.6,648.6,741.5,1008.2,882.0,6898.1,2594.0,1241.6,696.7,846.3,1050.3,891.7,7320.6,2617.2,1250.8,712.8,852.7,1063.2,892.2,7396.3
Oct-1991,2679.6,1312.5,753.0,858.6,1081.9,938.9,7624.4,2635.6,1270.8,729.5,862.2,1067.9,918.5,7484.6,2623.0,1251.2,717.1,856.4,1066.0,903.5,7420.6
Nov-1991,2693.4,1343.1,740.7,944.7,1128.7,953.8,7804.4,2636.8,1252.2,707.7,842.1,1069.6,928.0,7436.5,2627.0,1247.2,719.9,858.1,1069.1,910.8,7432.9
Dec-1991,2984.8,1660.7,1046.5,1600.3,1473.1,1048.3,9813.7,2620.9,1215.9,724.9,864.9,1064.2,919.9,7410.7,2634.1,1244.3,723.7,858.9,1075.9,917.1,7450.4
Jan-1992,2684.5,1203.5,695.3,740.0,1043.7,938.3,7305.3,2633.8,1239.2,733.0,866.3,1089.6,902.2,7464.1,2645.4,1245.8,727.9,861.6,1082.3,919.9,7484.3
Feb-1992,2562.4,1143.3,611.4,665.9,1003.6,861.5,6848.2,2646.0,1251.7,736.5,871.3,1082.0,895.5,7483.1,2665.5,1255.3,733.6,866.3,1088.9,926.8,7533.9
Mar-1992,2643.1,1199.5,645.5,701.5,1038.9,936.1,7164.6,2704.9,1273.3,729.2,853.4,1095.4,943.6,7599.8,2685.0,1264.6,736.1,869.0,1092.4,930.9,7580.6
Apr-1992,2707.1,1206.7,721.6,831.4,1036.8,932.0,7435.5,2718.4,1302.3,733.1,870.7,1110.2,949.8,7684.5,2706.3,1273.5,736.8,870.1,1091.2,935.1,7613.0
May-1992,2697.5,1228.4,769.2,878.6,1048.2,929.4,7551.4,2724.1,1267.0,745.9,885.1,1088.5,961.0,7671.5,2724.6,1275.7,735.1,869.3,1086.5,936.3,7627.0
Jun-1992,2584.2,1199.3,721.0,826.0,981.7,868.5,7180.7,2734.0,1263.0,733.8,874.2,1071.6,921.0,7597.5,2735.9,1279.0,731.5,869.0,1082.6,928.7,7626.4
Jul-1992,2754.7,1278.9,729.6,788.2,1044.4,891.3,7487.0,2744.3,1293.5,735.4,861.5,1077.3,905.6,7617.6,2742.0,1282.1,726.6,869.9,1080.7,922.1,7621.5
Aug-1992,2670.5,1194.8,633.8,723.6,1021.1,875.5,7119.3,2733.1,1265.5,704.2,850.5,1068.4,902.2,7523.9,2743.1,1288.6,720.3,872.1,1084.0,914.6,7623.8
Sep-1992,2665.6,1260.6,668.4,819.8,1077.5,914.1,7406.0,2754.9,1301.7,703.7,884.3,1092.5,919.4,7656.5,2744.1,1298.2,715.6,875.5,1092.6,911.2,7638.4
Oct-1992,2858.5,1379.7,747.9,902.5,1121.8,935.7,7946.1,2755.1,1334.7,723.7,887.1,1109.4,913.8,7723.9,2748.4,1311.3,714.8,880.0,1101.0,910.0,7664.7
Nov-1992,2700.6,1382.2,734.0,968.6,1169.8,931.8,7887.0,2749.4,1323.9,720.5,906.5,1126.6,911.4,7738.4,2755.5,1322.9,713.6,884.7,1108.8,909.5,7693.7
Dec-1992,3221.5,1817.1,1060.3,1650.9,1584.1,1045.8,10379.6,2738.2,1307.8,710.5,852.3,1117.8,906.9,7633.4,2765.0,1334.3,711.5,887.6,1112.3,904.6,7718.5
Jan-1993,2789.1,1292.7,663.8,762.1,1030.4,917.8,7455.9,2789.7,1363.2,711.6,910.0,1101.8,894.1,7770.5,2780.5,1348.4,707.9,890.9,1115.6,898.6,7741.0
Feb-1993,2610.6,1190.4,568.3,643.0,982.5,838.1,6833.0,2811.0,1345.7,707.3,886.1,1099.3,905.2,7754.6,2798.0,1358.0,705.5,894.7,1118.8,890.5,7765.1
Mar-1993,2795.8,1346.6,634.5,754.1,1096.6,869.8,7497.4,2812.0,1383.0,702.2,898.0,1130.8,869.5,7795.4,2816.8,1365.7,702.0,897.8,1124.0,882.8,7789.1
Apr-1993,2832.7,1274.5,668.0,840.7,1061.8,862.1,7539.8,2831.0,1375.4,677.7,888.9,1141.5,877.5,7792.1,2830.2,1371.3,701.0,898.3,1130.0,879.9,7811.2
May-1993,2773.6,1324.2,723.0,906.6,1095.7,852.1,7675.2,2843.7,1376.2,709.5,911.6,1147.8,880.1,7868.8,2839.0,1374.0,704.4,895.0,1135.8,878.3,7825.1
Jun-1993,2714.1,1308.6,711.5,887.1,1059.0,827.6,7507.9,2844.1,1364.3,722.6,930.9,1136.8,877.0,7875.6,2843.1,1374.4,706.9,889.6,1142.2,881.3,7834.7
Jul-1993,2876.2,1345.9,702.8,771.5,1095.6,882.3,7674.2,2860.0,1376.3,711.7,830.7,1143.4,896.7,7818.8,2844.3,1377.9,709.8,884.8,1149.7,886.8,7853.0
Aug-1993,2734.0,1300.5,639.9,728.7,1091.6,866.9,7361.4,2824.6,1377.6,707.3,872.4,1141.0,892.7,7815.7,2848.2,1389.1,709.6,882.6,1160.3,896.9,7887.1
